SWG,Frequency,Tension,Inharmonicity
28.0,196.0,93.90546770599495,2.711730797869318e-07
29.0,196.0,79.05937566281438,1.9220805062829134e-07
30.0,196.0,65.90772148828194,1.335787604183831e-07
31.0,196.0,57.80417699690337,1.0275033766172972e-07
32.0,196.0,49.86735297006053,7.647111897483606e-08
33.0,196.0,42.85313741030987,5.647159578832137e-08
34.0,196.0,36.37030181720702,4.0677909285098574e-08
35.0,196.0,30.135222133553672,2.7926313403385444e-08
